City,Place,City_Place,Rating,City_desc,Place_desc,latitude,longitude
Ooty,Upper Bhavani Lake,Upper Bhavani Lake-Ooty,4.175438596491228,"Once regarded as the summer headquarters of the East India Company, the Queen of the hills is a picturesque getaway., , "" Dotted with tea gardens, serene waterfalls, winding country lanes, and charming colonial architecture, Ooty is the perfect respite everyone."," The Upper Bhavani Lake is a mesmerising and breathtaking lake that is located above the Avalanche Area in the Nilgiri Hills. This beautiful lake, which was previously ignored and consequently unexplored, is now gaining some popularity and credit for its charming beauty and picturesque scenes.  ",,
Leh,Sand Dunes Leisure Park,Sand Dunes Leisure Park-Leh,4.175304878048781,"The former district has a famous town, ""Leh"", and is a great tourist attraction because of its beautiful monasteries nearby, Shanti Stupa, cafes and Leh Bazaar defining the place\s culture.",-,,
New Delhi,Rajpath,Rajpath-New Delhi,4.175061932287366,-,-,28.6131403,77.2247644
Tirupati,Talakona Waterfall,Talakona Waterfall-Tirupati,4.174311926605505,"Spread over an area of 26 kilometres and visited by nearly 50,000 pilgrims every day, the temple is also commonly referred to as the Temple of Seven Hills.There are other temples in Tirupati too that you can visit, including the Sri Kalahasti temple, Sri Govindarajaswami Temple, the Kondandarama Temple, the Parashurameshwara Temple, and the ISKCON temple."," Located in Sri Venkateswara National Park, Talakona Waterfall is the highest waterfall in the region and a famous picnic spot. The water is believed to have medicinal properties and comes from an unknown underground stream. The attraction is also famous for trekking and has several trekking routes running around it amidst the scenic natural surroundings. ",13.8116648,79.2157823
Chamoli,Hemkund Sahib,Hemkund Sahib-Chamoli,4.174311926605505,-,-,30.69928135,79.61525712745373
Manali,Jana Waterfall,Jana Waterfall-Manali,4.173913043478261,", , "" With the Covid-19 pandemic going on, Manali has evolved to be a place loved by young people looking for longer stays for workation.", Jana Waterfall is a 30 feet high watefall located near Manali in a quaint village called Jana. One has to trek to the waterfall through dense deodar and pine trees amidst snow-capped mountains. The climb is easier compared to many others in the region and can be completed by beginner level hikers too.  There's a wooden bridge laid perpendicular to the direction of Jana Falls which trekkers use to walk across. There is seating arrangement near the waterfall. ,,
Mumbai,Malabar Hill,Malabar Hill-Mumbai,4.173913043478261,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars.",-,18.9581616,72.8033665
Katra,Nau Devi Temple,Nau Devi Temple-Katra,4.173333333333333,-,-,,
Bengaluru,Basavanagudi,Basavanagudi-Bengaluru,4.1731601731601735,-,-,12.9417261,77.5755021
Trivandrum,Thiruvananthapuram Zoo,Thiruvananthapuram Zoo-Trivandrum,4.17280163599182,-,-,8.5112503,76.95519853196362
Shrivardhan,Harihareshwar Beach,Harihareshwar Beach-Shrivardhan,4.172727272727273,-,-,,
Muttukadu,DakshinaChitra Museum,DakshinaChitra Museum-Muttukadu,4.172222222222223,-,-,,
Somnath,Somnath Temple,Somnath Temple-Somnath,4.171794871794872,-,-,20.88775775,70.40138361293602
Mahabalipuram,Pancha Rathas,Pancha Rathas-Mahabalipuram,4.171686746987952,-,-,12.608951,80.18959008840255
Shimla,Kalka - Shimla Railway,Kalka - Shimla Railway-Shimla,4.171646162858817,"The winters are cold with some days of snow from mid-December till February end.Shimla is often covered along with nearby towns of Kufri, a hill-station almost always covered by snow and Chail, famous for a huge palace and the highest cricket ground in the world.",-,31.1027322,77.1553898
Joshimath,Ropeway from Joshimath to Auli,Ropeway from Joshimath to Auli-Joshimath,4.1716417910447765,-,-,,
Hampi,Matanga Hill,Matanga Hill-Hampi,4.1713395638629285,"\nThe terrain around Hampi is as mysterious as the ruins itself - the city is surrounded by boulders of different sizes, and you can climb to the top of them with a little effort to get a stunning view of the entire city and the geography."," This hill is described as the location of the hermiatge of the Saint Matanga during the Ramayana, hence is appropriately named. ",15.3313508,76.4683038
Jaipur,Hawa Mahal - Palace of Wind,Hawa Mahal - Palace of Wind-Jaipur,4.171162932479805,"With the old city surrounded by walls and gates decorated with drawings on the backdrop of a beautiful pink hue, Jaipur, the pink city, successfully retains its old-world charm.",-,,
Bhagamandala,Talakaveri,Talakaveri-Bhagamandala,4.170854271356784,-,-,12.3856869,75.5341814
Tirupati,Tirumala Temple,Tirumala Temple-Tirupati,4.17069177241097,"Spread over an area of 26 kilometres and visited by nearly 50,000 pilgrims every day, the temple is also commonly referred to as the Temple of Seven Hills.There are other temples in Tirupati too that you can visit, including the Sri Kalahasti temple, Sri Govindarajaswami Temple, the Kondandarama Temple, the Parashurameshwara Temple, and the ISKCON temple.",-,13.68322915,79.34730829425925
Shillong,Shillong Peak,Shillong Peak-Shillong,4.170542635658915,-,-,25.5474118,91.874989
Mysuru (Mysore),Himada Gopalswamy Temple,Himada Gopalswamy Temple-Mysuru (Mysore),4.170212765957447,-,-,,
Pushkar,Savitri Temple,Savitri Temple-Pushkar,4.170111287758346,"Every November, Pushkar is host to the Pushkar Mela, one of the biggest camel fairs in the country., , "" Known for the worlds only dedicated Brahma temple, Pushkar is primarily a pilgrimage site for Hindus.Spend some evenings sitting at the ghats while sipping chai or taking a stroll through narrow alleys while listening to the chants from temples surrounding the ghats."," Savitri temple is located atop the Savitri Hill. The one and half hour climb to the temple is hard and strenuous. Both, idols of Brahma's first wife Savitri and his second consort Gayatri are present here, though Savitri is always worshipped first. ",26.485958250000003,74.5460550650583
Aurangabad,Ellora Caves,Ellora Caves-Aurangabad,4.16995865870464,"Sitting back on the green lawns of the garden and enjoying a beautiful picnic is a very popular tourist activity here.The erstwhile Mughal capital has retained most of its traditional Tughlaq cuisine, with Tandoors and Kebabs being local staples that you will find at almost every roadside eatery.Known for its arts and crafts, and especially its silk, Aurangabad has plenty of markets from where you can buy various local handicrafts, exotic gems, shawls, and of course, the region’s famous paithani silk sarees."," Another World Heritage Site that the town boasts of, are the Ellora caves, that one must not miss while in Aurangabad. The sculptures here, represent elements of three religions and do so grandly and beautifully. ",20.02675255,75.17751524179019
Leh,Spituk Monastery,Spituk Monastery-Leh,4.169398907103825,"The former district has a famous town, ""Leh"", and is a great tourist attraction because of its beautiful monasteries nearby, Shanti Stupa, cafes and Leh Bazaar defining the place\s culture.",-,34.1259755,77.5263097
Dona Paula,Dona Paula Beach and Viewpoint,Dona Paula Beach and Viewpoint-Dona Paula,4.169249106078665,-,-,,
Darjeeling,Mahakal Temple,Mahakal Temple-Darjeeling,4.169172932330827,"Have a cup of locally brewed chai at the tea estate, or get down amidst the plantations to pluck a few tea leaves yourself; you are free to take your pick!The third highest peak in the world and the highest in India, the Kanchenjunga peak, is visible from here, and you can enjoy a panoramic view of the peak.",-,,
Bijapur,Gol Gumbaz,Gol Gumbaz-Bijapur,4.168639053254438,-,-,16.82962645,75.73600963483852
Darjeeling,Coronation Bridge,Coronation Bridge-Darjeeling,4.168032786885246,"Have a cup of locally brewed chai at the tea estate, or get down amidst the plantations to pluck a few tea leaves yourself; you are free to take your pick!The third highest peak in the world and the highest in India, the Kanchenjunga peak, is visible from here, and you can enjoy a panoramic view of the peak.",-,26.902958,88.4737329
Nainital,Tiffin Top (Dorothy's Seat),Tiffin Top (Dorothy's Seat)-Nainital,4.16796875,"Nainital is a perfect weekend getaway from Delhi and the nearby places., ,  Nainital experiences a pleasant climate throughout the year, making it a popular hill station for families, couples and even solo travellers.",-,,
Kullu,Bijli Mahadev Temple,Bijli Mahadev Temple-Kullu,4.1679389312977095,-,-,31.92329985,77.1503766235727
Udaipur,Shilpgram,Shilpgram-Udaipur,4.167844522968198,"Visit its larger than life havelis and monuments, stroll through the bustling street markets, ride through one of the seven lakes of the city or relax in one of the extraordinary hotels, and you will discover the charm of Udaipur.",-,24.6130638,73.6634115
Amritsar,Akal Takht,Akal Takht-Amritsar,4.167539267015707,Amritsar today is a thriving city with active trade and tourism industries.A day in this peaceful city starts with the spiritual prayers from Gurudwaras.," Akal Takht (Throne of the Immortal) is the highest political institution of the Sikhs, founded by Guru Hargobind in 1606. Akal Takht is located in the front of the causeway leading to the Golden Temple, Amritsar.  ",31.62075065,74.87541948722091
Nainital,Eco Cave Gardens,Eco Cave Gardens-Nainital,4.167207792207792,"Nainital is a perfect weekend getaway from Delhi and the nearby places., ,  Nainital experiences a pleasant climate throughout the year, making it a popular hill station for families, couples and even solo travellers."," Eco Cave Garden is a recreation park in Nanital with series of caves, hanging gardens and a musical fountain. It is a fun place to visit with kids. Musical fountain show takes place every evening. ",,
Haridwar,Ganga Aarti at Haridwar,Ganga Aarti at Haridwar-Haridwar,4.167099117799689,"Dotted with temples, ashrams and narrow lanes across the city, Haridwar is a famous Hindu temple town where millions of devotees come to take a dip in the holy Ganges.",-,,
Dharamsala,Church of St. John,Church of St. John-Dharamsala,4.166666666666667,-,-,32.242815699999994,76.31811548583283
Nashik,Kalaram Temple,Kalaram Temple-Nashik,4.166666666666667,"The city is home to plenty of exotic temples and is known in Hindu mythology as the place where Ravanas sister, Surpanakha, tried to seduce Lord Ram and got her nose cut off by Lakshman in the process."," One of the most significant religious centers of the city, this one derives its name from the black statue of Lord Rama. Also find inside the temple a black statue of Lord hanuman and statues of Sita and Lakshman. ",,
New Delhi,Delhi Metro,Delhi Metro-New Delhi,4.166101694915255,-,-,28.6340328,77.2198149
Vellore,Vellore Fort,Vellore Fort-Vellore,4.165991902834008,-,-,12.9204669,79.1281816346708
Kanchipuram,Kailasanatha Temple,Kailasanatha Temple-Kanchipuram,4.1658986175115205,-,-,12.842236,79.68984028147545
Panjim,Se Cathedral,Se Cathedral-Panjim,4.16588785046729,-,-,15.50378315,73.912274142588
Chitradurga,Chitradurga Fort,Chitradurga Fort-Chitradurga,4.16546762589928,-,-,14.21304685,76.39488570103056
Chamba,Kalatop Wildlife Sanctuary,Kalatop Wildlife Sanctuary-Chamba,4.16546762589928,-,-,,
Bhopal,Indira Gandhi Rashtriya Manav Sangrahalaya - National Museum of Mankind,Indira Gandhi Rashtriya Manav Sangrahalaya - National Museum of Mankind-Bhopal,4.165441176470588,-,-,,
Darjeeling,Tea Garden,Tea Garden-Darjeeling,4.16497461928934,"Have a cup of locally brewed chai at the tea estate, or get down amidst the plantations to pluck a few tea leaves yourself; you are free to take your pick!The third highest peak in the world and the highest in India, the Kanchenjunga peak, is visible from here, and you can enjoy a panoramic view of the peak.",-,27.0231868,88.26789748516947
Mumbai,Gateway of India,Gateway of India-Mumbai,4.164425770308124,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars."," One of the most distinguished monument in Mumbai, The Gateway of India was built in 1924. Now it has become a popular tourist hub in the city. Located at Apollo Bunder Waterfront, the monument overlooks the Arabian Sea in the most beautiful way.  ",18.9225901,72.83433537485362
Gulmarg,Apharwat Peak,Apharwat Peak-Gulmarg,4.164406779661017,"There are a lot of other private tour operators in Gulmarg as well which provide similar courses and facilities for skiing, snowboarding and trekking."," Situated at a height of 4200 metres above the mean sea level, Apharwat Peak in Gulmarg is one of the most breathtaking places. Remotely positioned near LOC with Pakistan, the region receives heavy rainfall and is covered in snow for most of the year. Apharwat Peak is where winter sports in Gulmarg takes place. ",34.02044,74.3369937
Kolkata,Dakshineswar Kali Temple,Dakshineswar Kali Temple-Kolkata,4.164068299925761,""", ,  Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience.",-,22.654827,88.35757762289637
Ujjain,Shri Mahakaleshwar Temple,Shri Mahakaleshwar Temple-Ujjain,4.164055299539171,"The immense wealth of Ujjain in terms of religion, architecture, and educational value makes this is a top attraction amongst not only Indian travellers but also amongst foreign tourists as well.",-,,
Mandvi,The Beach At Mandvi Palace,The Beach At Mandvi Palace-Mandvi,4.163934426229508,-,-,,
Sohra,Nohsngithiang (Seven Sisters) Falls,Nohsngithiang (Seven Sisters) Falls-Sohra,4.163636363636364,-,-,25.2430438,91.7386669
Ranchi,Pahari Mandir,Pahari Mandir-Ranchi,4.163461538461538,-,-,23.3782491,85.312022
Ahmedabad,Dada Hari Ni Vav,Dada Hari Ni Vav-Ahmedabad,4.162790697674419,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop.",-,,
Ahmedabad,Shree Camp Hanuman Mandir,Shree Camp Hanuman Mandir-Ahmedabad,4.162790697674419,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop."," Situated in Shahibaug in Ahmedabad, Shree Camp Hanuman Mandir is one of the largest Hanuman temples in India. Believed to have been established by Pandit Gajanan Prasad at least a 100 years ago, the temple is still managed by the descendents of the Pandit family. Tuesdays and Saturdays are the most auspicious days of the week for the devotees. ",,
Bengaluru,Big Banyan Tree,Big Banyan Tree-Bengaluru,4.162264150943396,-,-,12.9096173,77.3956405
Trivandrum,Sree Padmanabhaswamy Temple,Sree Padmanabhaswamy Temple-Trivandrum,4.162050434063663,-,-,8.4828068,76.9468864
Ahmedabad,Vastrapur Lake,Vastrapur Lake-Ahmedabad,4.161943319838056,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop."," Situated in Western Ahmedabad, Vastrapur Lake is an ancient lake which was renovated and prettified in 2002. A huge statue of Narsinh Mehta (a famous poet-saint of Gujarat), was installed here and the lake was named after him as the Bhakt Kavi Narasinh Mehta Sarovar. It boasts of an open-air theatre which is used for organising several cultural events of the city.  ",23.03840405,72.52889497227329
New Delhi,Parliament House,Parliament House-New Delhi,4.160377358490566,-,-,28.6171875,77.20780819707952
Badami,Agastya Lake,Agastya Lake-Badami,4.16,-,-,15.9199672,75.6866166088935
Coonoor,Highfield Tea Factory,Highfield Tea Factory-Coonoor,4.159863945578231,-,-,11.3632795,76.80451749880388
Jaipur,Panna Meena ka Kund,Panna Meena ka Kund-Jaipur,4.15979381443299,"With the old city surrounded by walls and gates decorated with drawings on the backdrop of a beautiful pink hue, Jaipur, the pink city, successfully retains its old-world charm."," Panna Meena ka Kund in Jaipur is one of the many famous stepwells that still stand in the western part of India. The historical stepwell is known for its symmetrical staircase on all four sides. The stairs are made in such a manner that you can reach any of them from anywhere, by simply climbing up and down some flights. ",,
Hampi,Hazara Rama Temple,Hazara Rama Temple-Hampi,4.159420289855072,"\nThe terrain around Hampi is as mysterious as the ruins itself - the city is surrounded by boulders of different sizes, and you can climb to the top of them with a little effort to get a stunning view of the entire city and the geography."," At the middle of the Royal Centre, this was a place of worship for the royals. The walls and pillars are beautifully adorned with fascinating carvings, including the outside walls of the compound. This temple is smaller in size compared to the others in Hampi. ",15.3178169,76.4688066
Talacauvery,Talakaveri Temple,Talakaveri Temple-Talacauvery,4.159090909090909,-,-,12.3851155,75.5318883
Shillong,Don Bosco Centre for Indigenous Cultures,Don Bosco Centre for Indigenous Cultures-Shillong,4.158989598811293,-,-,,
Howrah,Second Hooghly Bridge,Second Hooghly Bridge-Howrah,4.158620689655172,-,-,,
Jammu City,Vaishno Devi Mandir,Vaishno Devi Mandir-Jammu City,4.158333333333333,-,-,21.3439558,83.5519645
Hospet,Tungabhadra Gardens and Dam,Tungabhadra Gardens and Dam-Hospet,4.157782515991471,-,-,,
Nathdwara,Shrinathji Temple,Shrinathji Temple-Nathdwara,4.157549234135668,-,-,,
Madikeri,Omkareshwara Temple,Omkareshwara Temple-Madikeri,4.157303370786517,"There is no pollution, no noise to hurt your ears and the cool breeze that accompanies you throughout makes your trip memorable., , "" The most famous place of Madikeri is Rajas Seat- a famous viewpoint from where you can grab all the striking beauty of Madikeri at one go."," Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva. A water tank in this temple houses many fresh water fish and adds to the beauty of this temple. ",12.420546,75.741304
Kalpetta,Lakkidi View Point,Lakkidi View Point-Kalpetta,4.1567567567567565,-,-,,
Kollam,Kollam Beach,Kollam Beach-Kollam,4.156626506024097,-,-,8.87444065,76.59144730490762
Hyderabad,Snow World,Snow World-Hyderabad,4.155405405405405,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting."," The Snow World of Hyderabad is the world's biggest and the first snow-themed park in India. With snow fall produced of mineral water, it is a popular attraction to be visited with kids. It offers activities like ice skating, ice boarding, snow slides with bumping-car, toboggan rides and many more. ",17.4143801,78.4808321
Mumbai,Snow World Mumbai,Snow World Mumbai-Mumbai,4.154929577464789,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars.",-,,
Ranchi,Dassam Falls,Dassam Falls-Ranchi,4.154761904761905,-,-,23.1467626,85.4670882
Kolkata,Mother's Wax Museum,Mother's Wax Museum-Kolkata,4.153846153846154,""", ,  Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience.",-,22.59945905,88.47224856835567
New Delhi,National Museum,National Museum-New Delhi,4.153577661431065,-,-,28.611803,77.21928644481778
Kozhikode,Kozhikode Beach,Kozhikode Beach-Kozhikode,4.153225806451613,-,-,11.2584262,75.76850875313177
Ooty,Rose Garden,Rose Garden-Ooty,4.152845528455285,"Once regarded as the summer headquarters of the East India Company, the Queen of the hills is a picturesque getaway., , "" Dotted with tea gardens, serene waterfalls, winding country lanes, and charming colonial architecture, Ooty is the perfect respite everyone.", Rose garden lies in the heart and soul of Ooty.The construction stays to be magnificent and there are small tunnels made wherein the roses are planted. ,11.4057933,76.70856570792415
Kodaikanal,Berijam Lake,Berijam Lake-Kodaikanal,4.152145643693108,"Kodaikanal is a place you can go to take a break from the rigours of daily city life, and this hill station lets you sit back and connect with nature as you head out on biking or trekking trails or take a stroll through the vast forests surrounding the town."," Berijam Lake is a quaint reservoir located 22 km from Kodaikanal main stand. With several activities like fishing, safari tours and bird watching, the lake is nature's unhindered beauty in the midst of a forest conservation area. The lake also facilitates the habitat of many animals such as Bison, Indian Elephant, Nilgiri Langur and Deer, and if you're lucky, you will also be able to catch a glimpse of these majestic creatures. Boating has been banned in the lake to preserve the natural freshwater. 
 ",10.18701905,77.3941147694424
Mahabalipuram,Sea Shore Temple,Sea Shore Temple-Mahabalipuram,4.152123552123552,-,-,,
Pune,Pataleshwar Cave Temple,Pataleshwar Cave Temple-Pune,4.152,"Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra., ,  Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence."," The cave temple is rock-cut temple dating back to the 8th century. Dedicated to Shiva, the temple has a Shivalingam, a circular Nandi Mandapa and a passage with stone pillars inside. ",18.5269463,73.8498456
Srisailam,Sri Mallikarjuna Swamy Temple,Sri Mallikarjuna Swamy Temple-Srisailam,4.151685393258427,-,-,16.07418725,78.86814619393357
Amritsar,Tarn Taran Sahib,Tarn Taran Sahib-Amritsar,4.151515151515151,Amritsar today is a thriving city with active trade and tourism industries.A day in this peaceful city starts with the spiritual prayers from Gurudwaras.," Gurudwara Shri Tarn Taran Sahib was built by the fifth Guru of Sikhs - Guru Arjan Dev. It is located 22 kms from Amritsar. Gurudwara Shri Tarn Taran Sahib is a three-storeyed building lotus dome, damaged during the 1905 earthquake. The Gurudwara displays elegant craftwork of glass pieces and intricate designs on the ceiling and the inner walls.  ",31.4555254,74.9269621
Udaipur,Sukhadia Circle Fountain,Sukhadia Circle Fountain-Udaipur,4.150375939849624,"Visit its larger than life havelis and monuments, stroll through the bustling street markets, ride through one of the seven lakes of the city or relax in one of the extraordinary hotels, and you will discover the charm of Udaipur.",-,,
Ahmedabad,Gujarat Science City,Gujarat Science City-Ahmedabad,4.150326797385621,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop."," Located on the Science City Road in Ahmedabad, Gujarat Science City is a remarkable initiative taken up by the Government of Gujarat to spread general awareness and a scientific temperament especially among the youth of the country. Spread over 107 hectares of land, the centre also holds frequent talk shows and workshops for students and science enthusiasts. ",23.0792051,72.5013498
Mumbai,Mani Bhavan Gandhi Museum,Mani Bhavan Gandhi Museum-Mumbai,4.1502890173410405,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars.",-,,
Mysuru (Mysore),Melkote,Melkote-Mysuru (Mysore),4.149532710280374,-,-,17.39847415,78.48874766686149
Mahabalipuram,The Madras Crocodile Bank Trust and Centre for Herpetology,The Madras Crocodile Bank Trust and Centre for Herpetology-Mahabalipuram,4.149432534678437,-,-,,
Kanchipuram,Vedanthangal Bird Sanctuary,Vedanthangal Bird Sanctuary-Kanchipuram,4.148760330578512,-,-,,
Mumbai,Nehru Science Center,Nehru Science Center-Mumbai,4.148148148148148,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars.",-,,
Dharamsala,Chamunda Nandikeshwar Temple,Chamunda Nandikeshwar Temple-Dharamsala,4.147286821705427,-,-,,
Mawlynnong,Roots Bridges,Roots Bridges-Mawlynnong,4.147058823529412,-,-,,
Tiruchendur,Sri Subrahmanya Swami Devasthanam,Sri Subrahmanya Swami Devasthanam-Tiruchendur,4.146788990825688,-,-,,
Kodaikanal,Chettiar Park,Chettiar Park-Kodaikanal,4.146551724137931,"Kodaikanal is a place you can go to take a break from the rigours of daily city life, and this hill station lets you sit back and connect with nature as you head out on biking or trekking trails or take a stroll through the vast forests surrounding the town."," Chettiar is a small park which is managed by the Kodaikanal Township and offers a calm and soothing environment to its tourists. Covered with lush greenery and exquisite scenic views all around, this place is worth spending your time at with your loved ones.  ",10.25071615,77.49892860810661
Madurai,Pazhamudhir Solai,Pazhamudhir Solai-Madurai,4.145669291338582,It is one of the important old temples dedicated to Lord Muruga(Karthikeya) and is located on a hillock approximately 8 km from the city., Pazhamudhir Solai is a beautiful temple created in the memory of Lord Subramaniya who is worshipped by several people in southern India. It has great sculptures of Lord Subramaniya carved in wood and marble and is a wonderful temple with giant steps in the front of it. ,,
Ernakulam,Chottanikkara Temple,Chottanikkara Temple-Ernakulam,4.145283018867924,-,-,9.93331615,76.391160474779
Rameswaram,Former President A.P.J. Abdul Kalam House,Former President A.P.J. Abdul Kalam House-Rameswaram,4.145161290322581,-,-,,
Ooty,Nilgiri Mountain Railway,Nilgiri Mountain Railway-Ooty,4.14431586113002,"Once regarded as the summer headquarters of the East India Company, the Queen of the hills is a picturesque getaway., , "" Dotted with tea gardens, serene waterfalls, winding country lanes, and charming colonial architecture, Ooty is the perfect respite everyone."," Nilgiri Mountain Railway, also known as Toy Train in Ooty, is one of the key attractions of the popular hill station Ooty. Such is the train's popularity and history that it was declared as a World Heritage Site by UNESCO in 2005. ",11.3579987,76.7843139
Chittaurgarh,Tower of Fame (Kirti Stambh),Tower of Fame (Kirti Stambh)-Chittaurgarh,4.1440677966101696,-,-,,
Pushkar,Pushkar Camel Fair,Pushkar Camel Fair-Pushkar,4.143884892086331,"Every November, Pushkar is host to the Pushkar Mela, one of the biggest camel fairs in the country., , "" Known for the worlds only dedicated Brahma temple, Pushkar is primarily a pilgrimage site for Hindus.Spend some evenings sitting at the ghats while sipping chai or taking a stroll through narrow alleys while listening to the chants from temples surrounding the ghats.",-,,
Pachmarhi,Reechgarh,Reechgarh-Pachmarhi,4.142857142857143,"Situated at an altitude of 1,067 metres, the picturesque town is a part of UNESCO Biosphere Reserve, home to leopards and bison., ,  Five sandstone cut caves on the hilltop are believed to be the spot where Pandavas stayed in Pachmarhi during their exile, making it a popular spot among religious tourists."," Reechgarh is a huge cave hidden within the folds of the hill of Pachmarhi, which gets its name from a local legend. The myth says that once a giant bear (reech in Hindi) used to live in this cave. The climb up to the cave is covered with lush greenery, and the caves act as natural air conditioners with cool wind blowing through them. ",,
Chamoli,Tungnath Temple,Tungnath Temple-Chamoli,4.142857142857143,-,-,,
Badrinath,Shri Badrinath Ji Temple,Shri Badrinath Ji Temple-Badrinath,4.142538975501114,-,-,,
Canacona,Cabo de Rama Fort,Cabo de Rama Fort-Canacona,4.142061281337047,-,-,15.0874108,73.9199274122729
Ranikhet,Jhula Devi Temple,Jhula Devi Temple-Ranikhet,4.141975308641976,-,-,29.61791425,79.44385223007298
Alappuzha,Revi Karunakaran Museum,Revi Karunakaran Museum-Alappuzha,4.141552511415525,-,-,,
New Delhi,Sri Digambar Jain Lal Mandir,Sri Digambar Jain Lal Mandir-New Delhi,4.1415094339622645,-,-,,
Bodh Gaya,Bodhi Tree,Bodhi Tree-Bodh Gaya,4.141486810551559,"The place is bustling with pilgrims all through the year from India and abroad who come to pay their homage in monasteries, temples and remnants of Bodhi Tree.Located near the river Neranjana, Bodh Gaya was earlier known as Uruwela."," Bodhi Tree is the tree that Lord Buddha meditated under before he could attain enlightenment. The original Bodhi tree may have been destroyed by many Kings, but the direct descendants flourish even today standing tall at 80 feet. ",24.6959233,84.991163
Patna,Takht Sri Harmandir Sahib Ji,Takht Sri Harmandir Sahib Ji-Patna,4.141065830721003,-,-,,
Raigad,Kihim Beach,Kihim Beach-Raigad,4.141025641025641,-,-,,
Fatehpur Sikri,Diwan-I-Khas,Diwan-I-Khas-Fatehpur Sikri,4.140939597315437,-,-,27.09783085,77.66611990000001
Bhopal,Taj ul Masajid,Taj ul Masajid-Bhopal,4.140845070422535,-,-,23.2629523,77.39281526744642
