city,hotel_star_rating,latitude,longitude,property_address,property_name,rating,price
Rishikesh,4 star,30.035229,78.210281,"Naturoville, Lal Tappar, Majri Grant, Haridwar Road , Haridwar Road",NaturOville Ayurvedic and Yoga Retreat,4,2285
Ranikhet,3 star,29.682507,79.5004,"Ranikhaet Almora Road , Majkhali",Woodsvilla Resort,3,1508
Rishikesh,1 star,30.136078,78.388016,"shiv puri , rishikesh ,",Rafting in rishikesh,1,1344
Nathdwara,1 star,24.929142,73.82132,"Nathdwara, Near Bus Stand Road, Nathdwara Ho, New Road Nathdwara ,",Vandana Hotel,1,1480
Rishikesh,1 star,0,0,"Rishikesh Uttranchal, , Laxman Jhulla, Rishikesh",Garwal Resort- Agarwal house,1,1815
Raipur,1 star,21.249451,81.632336,"Guru Nanak Chowk-Station Road, Station Road ,",Hotel Subham Palace,1,1408
Pune,1 star,0,0,"Konark Campus Society Building , X Flat No- 13 Viman Nagar",Honey Hospitality Service Apt Hinjewadi Viman Nagar Two,1,1082
Nasik,1 star,19.937064,73.536125,"Pegal wadi Trimbakeshwar,Dist Nashik , Nasik",HOTEL SAI KRUPA HOTEL KAKA,1,1390
Pune,1 star,18.5744,73.8909,"Adarsh Colony , Between Lane No.6 & 7, Near Anand Eye Care Centre, Vishrantwadi , Vishrantwadi Airport Road",SIESTA SPRINGS (Service Apartments),1,1062
Rishikesh,1 star,0,0,"Tapovan , Rishikesh",High Bank Peasants Cottage,1,1553
Pondicherry,1 star,0,0,"NO150/6,Pims Road, , Ganapathychettykulum",Priso,1,1440
Ranchi,2 star,0,0,"229-A, Kanke Patratu Road ,",Hotel Marina Inn,2,1336
Parwanoo,2 star,30.916353,76.97957,"Garkhal-Jagjit Nagar Road, Chabbal , Garkhal-Jagjit Nagar Road, Chabbal",Blossom Resort,2,1168
Pune,3 star,18.533133,73.839454,"Shirolebagh, Next to LIC Housing Building , Ganeshkhind Road, Model Colony",Centurion Inn - Pure Veg,3,2262
Raipur,2 star,28.643948,77.217243,"Mathpurena, Near Sai Ssimran , City, Ring Road-1, Raipur",Hotel New Millenium,2,1812
Rishikesh,2 star,30.128753,78.323841,"Opp: Ace Glass Factory, Badrinath Road , Tapovan",Hotel Ganga Ambience,2,1560
Raigarh,5 star,21.904023,83.374622,"Opp Gajanand Puram Colony , Kotra Road Bypass",Hotel Trinity Grand,5,4238
Rajkot,1 star,22.291215,70.803132,"28/38, Karanpara , B/H, ST Bus Stn, Nr Raj Dining Hall",Hotel Modern,1,1108
Pune,1 star,18.524386,73.866054,"421,Near Mangalwar Peth , Near Sinchan Bhawan",Sai Executive,1,1714
Rameshwaram,1 star,9.289485,79.319703,"5 - Mandi Street , Near Temple",Hotel MCM Towers,1,2016
Pune,2 star,18.5436,73.7839,"1199/1A , Fergusson College Road, Tukarampaduka Chowk , Fergusson College Road",Hotel Parichay,2,1914
Rishikesh,4 star,29.870419,78.839265,"Forrest Rajaji, Village Sayar, Patti Udaipur Tall 2nd , Patti Udaipur Tall 2nd",Forrest Raja ji National Park,4,4314
Puri,1 star,19.7963,85.8237,"Gopal Ballav Road,Near Puri Hotel Sea Beach , Sea Beach,Swargdwar",Hotel Pushpa,1,2109
Ratnagiri,3 star,17.5235,73.5332,"Mumbai Goa Highway, Bahaddur , Shaikh Naka, Chiplun Ratnagiri",HOTEL SAISHA,3,1227
Pondicherry,1 star,11.938,79.8325,"No 18, Sri Aurobindo Street,Heritage Town , Near Sri Aurobindo Ashram Pondicherry",Raj Classic Inn,1,1094
Patnitop,1 star,0,0,"Kassal morh , Nag Mandir Road,",Wood Castle Resort,1,2140
Raigad,1 star,19.0176,72.8562,"Next to Prakruti Resort , Kashid Village Post",RKs Kashid Beach Villa,1,1223
Puri,1 star,19.7949,85.8199,"Sea Beach Road, Near Swargadwar , Renuka Lane",Hotel Sambit Palace Puri,1,2269
Ranikhet,1 star,29.643634,79.430517,"Gandhi Chowk,Ranikhet , Gandhi Chowk",Alka Hotel,1,1506
PortBlair,1 star,11.67,92.760002,"Nice Colony, Nayagaon , Port Blair",Serenity Home Nayagoan,1,1608
Raigarh,1 star,0,0,"Hotel Lotus, Near Sramik Bal , Vidya Mandir, Shivam Vihar",Hotel Lotus,1,1879
Rajkot,3 star,22.29095,70.779062,"The kk circle Kalawad Main Road , The kk circle Kalawad Main Road",Hotel KK International,3,1761
Panchmarhi,1 star,22.467464,78.434405,"PANCHMARHI ,",Devdaru,1,1642
Pelling,1 star,27.368025,88.222105,"Post Office-Yuksum, , District Gyalzhing, Pelling",The Yuksum Residency,1,2270
Pondicherry,3 star,11.916863,79.80962,"No, 155 / D,100 Feet Road , Mudalairpet, Next to RTO Offic",Sunway Manor,3,1118
Ranthambhore,2 star,26.017184,76.372924,"Rantahmbore Park Road, Sawai Madhopur , Sawai Madhopur",Hotel Sanctuary Resort,2,1712
Pathanamthitta,1 star,8.89463,76.6067,"Opp Tonico Cafe,Near Axis Bank , MC Road Kottayam",Central Park Hotel,1,1141
Patna,1 star,0,0,"4th and 5th Floor, Dukhan Ram , Above Karnatka Bank patna",Royal Palace Guest House,1,1450
Patna,2 star,25.60551,85.140249,"Station Road , Ishwari Market",Hotel Fort,2,1004
Rishikesh,1 star,0,0,"near syndicate bank , badrinath road",Hotel Hills heritage,1,2145
Patna,1 star,25.614552,85.120352,"48,ASHA ENCLAVE,KAVI RAMAN PATH,NAGESHWAR COLONY, , Nr Dr UDAY NARAIN HOSPITAL,BORING ROAD,PATNA",Space and Spice,1,1455
Rishikesh,1 star,0,0,"Badrinath Road, Rishikesh Uttranchal, Laxman Jhula, Rishikesh ,",Aryan Resort,1,1677
Rinchenpong,1 star,0,0,"Rinchenpong west Sikkim ,",Landscape,1,1506
Pune,1 star,0,0,"Cassio Court Building B wing Flat Number 302 Lane No D Opp Lane 3 koregaon PArk ,",Comfort Stay Service AptKoregaon Park,1,1537
Ranchi,1 star,23.365295,85.324962,"Opp. Daily Market, Main Road , Main Road",Hotel Churuwala Inn,1,1146
Pelling,1 star,27.303322,88.231414,"Singyang , Pelling",Hotel The Panorama,1,1857
PortBlair,1 star,11.6821,92.7238,"Seashore Road, Portblair ,",Da Bay inn,1,1266
Orchha,1 star,25.35,78.6333,"Orchha , Orchha",Sheesh Mahal Orchha,1,2280
Pune,5 star,18.533221,73.910412,"81 Mundhwa, Koregaon Park Annex , Koregaon Park",Oakwood Premier,5,3392
Patna,1 star,25.621914,85.122789,"The Bhawani Palace 7th floor , Anandpuri west boringroad",The Bhawani Palace,1,1494
Rajkot,3 star,22.291055,70.799254,"Gondal Road, Near Malaviya Petrol Pump , Near Malaviya Petrol Pump",Hotel Silver Palace,3,2268
Patna,3 star,25.613551,85.129015,"4th floor, Nalini Apartment, 28, Kidwai Puri,Near Surya Clinic, Oppt- Syndicate Bank , ITO Golambar, Kidwai Puri",Element Guest line,3,1151
Rishikesh,1 star,30.0652,78.464493,"located at Beach No 21 , Byasi, Rishikesh",Alaknanda River Adventure Camp Byasi,1,2251
Ratnagiri,1 star,16.9944,73.3289,"Salvi Stop, Opp J K Files , Ratnagiri",Hotel Prasad,1,2239
Rishyap,1 star,27.109389,88.652414,"Rishyap, Lava, , Subdivision - Kalimpong",Neora Valley Resort,1,1551
Puri,1 star,19.78609,85.795613,"Near Blue Lily Side of Kathiababa Ashram, Ballapanda Seabeach , Ballapanda Seabeach",Rupasi Bangla,1,1866
Rishikesh,1 star,0,0,"Phase 2, C27 , Rishikesh",Rainbow Residency SERVICE APARTMENT,1,1315
Puri,3 star,19.790009,85.807173,"Sea Beach, Near Light House , Near Light House",Hotel Niladri,3,1687
Pondicherry,2 star,11.934587,79.832456,"18 Rangapillai Street(Near BSNL Head office) , Pondicherry",Sun Park Hotel,2,1735
Pune,1 star,0,0,"New Mangalwar Peth, Maldhaka, , Near Sinchan Bhavan,",Hotel Kapil Residency,1,1848
Rishikesh,3 star,30.0686,78.4668,"Byasi, Rishikesh Badrinath Highway, 29 Kms from Rishikesh ,",camp majestic,3,1828
Pune,5 star,18.559043,73.911032,"Weikfield IT City Infopark, Survey No. 30/3,Ramwadi, Viman Nagar , Viman Nagar",Novotel Pune Nagar Road,5,2806
Panchgani,3 star,17.923536,73.811195,"S. No. 13, Godavali Village, Behind Bharati Vidyapith,Panchgani-Mahabaleshwar, , Behind Bharati Vidyapith",Hotel Millennium Park,3,2053
Rishikesh,3 star,30.140705,78.384933,"Village Badal, Badrinath Road , Shivpuri",Cradle of Life,3,2230
Pune,3 star,18.53105,73.937923,"OXFORD SUITES & ROOMS,FLORIDA ESTATE,Keshav Nagar , MUNDHWA, Koregaon Park Annex",Oxford Suites,3,2237
Rajahmundry,3 star,17.0059,81.7882,"76-1-4, Lalitha Towers, Gandhipuram - 2, Near Prakash Nagar Round Park , Near Prakash Nagar Round Park",Leela Pavilion,3,1561
Pune,3 star,18.503257,73.768101,"Survey no 38/2, near chandani chowk, bawdhan khurd, pune ,",Ambrosia Resorts And Spa,3,1879
Puri,1 star,0,0,"Swami Pravananda Marg ,",Mukti International Hotel,1,2150
Mumbai,4,19.486755,73.027643,Hotel Vijay Palace near vajreshwari mandir opp syndicate bank,Vijay Palace,4,2345
Mumbai,1,18.964994,72.818929,"165 Lamington Road, Opp Minerva cinema Lamington Road",Hotel KumKum,1,1004
Bangalore,1,12.972531,77.579516,"104, Hospital Road,Parallel to K G Road Majestic",T A P Paradise,1,1945
Mumbai,1,18.990023,73.116259,"Near ST Depot, Forest Colony, Panvel, Navi Mumbai, Maharashtra 410206 panvel",Hotel Shree Datta Inn,1,1287
Bangalore,3,12.955133,77.650723,"Site No 29, SRLayout Main Road Behind Ruby Nest Apt Murgeshpalya, Old Airport Road",Pearl Suites,3,2002
New Delhi And NCR,1,28.641636,77.21066,"2339-41, Rajguru Road, Chuna Mandi, Paharganj Paharganj",Bless Inn,1,2099
Bangalore,3,12.975103,77.602776,"1, Museum Road, Off MG Road Museum Road",Museum Inn,3,1344
Mumbai,1,0,0,"G-20,Behind Advanced Hair bldg New Kantwadi,Bandra West",CPSI 6 Bed Sea Promenade Apartment Bandra West,1,1978
Mumbai,1,19.1071,72.8596,"101, First Floor, Sai Sapphire Building, Near Gopal Sharma School Powai Vihar Complex, Powai, Mumbai",Endeavour Corporate Homes Powai 3,1,1606
Mumbai,1,18.936439,72.836407,"81 Modi Street, Fort Market, Near CST Railway Station, Mumbai, Maharashtra 400001 Near CSt Railway Staion",Hotel Modern,1,1124
New Delhi And NCR,3,28.48465072,77.08358904,"K-9/7, DLF Phase II, Gurgaon Gurgaon",KayNine Homes,3,1402
Mumbai,2,19.11758,72.880266,"Marol Maroshi Road, Bhavani Nagar, Opp. Seven Hills Hospital, Andheri East, Mumbai, Maharashtra 4000 Opp Seven Hills Hospital, Andheri East, Mumbai",Hotel Grand Inn,2,2069
Mumbai,1,0,0,"B 54/ 216, Siddhartha Chs, Near BEST Colony, Siddharth Nagar, Road No 4, Goregaon West, Mumbai",Sohum Habitat Service Apartments,1,1911
Mumbai,3,0,0,"Suponde Road,Kanchad Village Manor Wada Road,",MayurVan Club and Holiday Resort,3,2164
Mumbai,2,19.108298,72.879211,"Andheri East, Near Seven Hills Hospital Andheri East",Hotel Ashwin,2,1895
Bangalore,1,12.972719,77.609631,"No.50/1, Meenal Tower,1st Cross, Residency Road Brigade Road",Meenal Boutique,1,1986
Mumbai,5,19.105365,72.87584,"Sahar Airport Road, International Airport",The Lalit Mumbai,5,2666
Mumbai,1,0,0,"Nr Mahaganpati mandir,Titwada goveli road, titwada east",Hotel Riya Raj lodging,1,1036
Mumbai,2,18.963645,72.8156,"Union Building, Naushir Barucha Marg, Opp  Grant Road Station (w) Grant Road",Hotel Hira Palace,2,2097
Mumbai,1,18.9756057,72.8350347,"Sant Savta Marg, Opp. Gloria Church, Byculla, Byculla OppGloria Church,Byculla E",Welcome Guest  House,1,2261
Mumbai,2,19.07529126,72.872443,"Kismath Nagar, Phelwan Society, Opp Kapadia Nagar, C.S.T Road, Kurla (w), Mumbai-400070 CST ROAD, KURLA WEST, MUMBAI",BKC Palace,2,1545
Mumbai,1,19.115473,72.889134,"Saki Vihar Complex, Opp. Saki Vihar Road, SakiNaka, Andheri East, Andheri East",Hotel Savoy Suites,1,1061
Mumbai,2,19.012941,72.842313,"Kassam Mitha Building, Behind kailash Lassi Centre, D S Phalke Road, Dadar East 400014 Dadar East",Hotel Paris Residency,2,1786
Mumbai,1,19.084981,72.891209,"9 LBS Marg,Near Phoenix Market City Kurla West",Hotel Golden Palace,1,1801
Mumbai,5,19.06776,72.868946,"C-57, Bandra Kurla Complex,Bandra East",Sofitel Mumbai - BKC,5,4207
Mumbai,1,18.96156,72.81938,"Wassiamul Building - 12, Block B 2nd floor, Opp Novelty Cinema, Grant Road",Swapna International Hotel,1,1253
Mumbai,2,19.03721,72.841219,"Opp Paradise Cinema L J Road, Mahim",Hotel Al Saudia,2,1971
Mumbai,1,18.9559863,72.819129,"215 / 217, RR ROAD,  OPP. GIRAUM CHURCH AND JAIN TEMPLE, PRARTHANA SAMAJ JAIN TEMPLE AND GIRGAUM CHURCH",Hotel Hira,1,1769
Mumbai,1,19.102512,72.889113,"25 Andheri Kurla Road, Adjacent to Hotel Peninsula Grand Hotel, Andheri East Adjacent to Hotel Peninsula Grand Hotel, Andheri East",Hotel Royal Annex,1,1674
Mumbai,1,19.1013,72.8879,"90 FT ROAD, NEAR PENINSULA HOTEL, NEAR SAKINAKA JUNCTION  ANDHERI EAST,",Aviva Hotel,1,1619
Mumbai,2,19.095017,72.828562,"Bombay Flying Club Lane, Off Juhu Tara Road, Next to SBI ATM/Branch, Juhu , Near Juhu Beach, Western Juhu",Hotel Sea Sands Juhu,2,1463
Allahabad,1 star,25.444937,81.819405,"83, Leader Road, Opposite Railway Station City Side, Next To Hotel Gulab Mansion , Leader Road",Hotel Swagatam,1,1610
Pondicherry,1 star,11.9322,79.8055,"#15, Sithanandha Nagar Main Road, , Pondicherry",Navarathna Hotel,1,1806
Asansol,1 star,23.685829,86.975021,"34 36, G T Road,Asansol ,",Hotel Ambassador Retreat,1,2054
Ahmedabad,1 star,0,0,"Bodakdev , Preamchand nagar Road",Elis HospitalityTulip Gloria,1,1378
Baddi,1 star,30.923474,76.798054,"Kalka-Baddi Rd ,",Hotel Ashish,1,1076
Bageshwar,1 star,29.72279,80.026427,"Kausani , Bageshwar",Mystic Mountains Kausani,1,1251
Agra,1 star,0,0,"Fatehabad Rd, Taj View Crossin , Tajganj",Hotel Sita Ram,1,2181
Allepey,1 star,0,0,"Marari beach, Mararikulam North P.O , Marari Beach, Alleppey",Diana Home Stay,1,1983
Pondicherry,1 star,11.93803149,79.83261802,"No 18, Sri Aurobindo Street,Heritage Town , Near Sri Aurobindo Ashram Pondicherry",Raj Classic Inn,1,1268
Ahmedabad,2 star,23.059998,72.579829,"1F, Kasturbhai Chamber, Opp. Gandhi Ashram, Nr. Collector Office, Subhash Bridge Circle,Ahmedabad , Nr Batrishi Hall,Subhash Bridg",Hotel Seven Karnavati Resort,2,1244
Allepey,1 star,9.591726,76.303684,"Kollaparambil jn, Near Varan , Mararikulam Alappuzha",Angels Homestay,1,1425
Allepey,1 star,0,0,"palluthuruthy ,",Riverland Cruises Houseboat,1,1492
Agra,2 star,27.161224,78.035011,"Tourist Complex Area, Fatehabad Rd , Fatehabad Road",Amar Yatri Niwas,2,1890
Agra,1 star,27.179714,78.005676,"Dhakran Crossing ,M G Road , , Dhakran Crossing",Hotel Moti Palace,1,1134
LonavalaAndKhandala,1 star,0,0,"Opp Kailash Parbat Resort Nangar Gaon , Lonavala",Janhavi Bungalow 2 BHK Nangar Gaon,1,1122
Bandhavgarh,3 star,24.269965,80.756523,"Village Bhijariya, Post-Tala Bandhavgarh, Dist - Umaria, , Village Bhijariya",Hotel Mrigvan Resort,3,2191
Agra,2 star,27.1540391,78.0521177,"1.5 kms from Taj Mahal, 100 Ft. Road, Opp. Double Tree Hilton, Near CNG Gas Pump , Opp CNG Pump,Agra",Hotel Garden View Resort,2,2137
Ahmedabad,1 star,22.986871,72.627854,"Jashodanagar To CTM Highway , CTM, Ahmedabad",Hotel Chatako,1,2041
Aurangabad,1 star,24.751821,84.371929,"hotel jk , mg road , aurangaba , nh2 , aurangabad, bihar",Hotel JK,1,2088
Alibagh,1 star,18.444296,72.908295,"Murud - Janjira Road , Kashid Village,District Raigad",RKs Kashid Beach Villa,1,1252
Agra,2 star,27.144421,78.061427,"E- 1/126, Taj Nagari Phase -2, Near Twin Towers, Fatehabad road, 125 feet road opposite Hotel Jaypee , 125 Feet Road(Opposite Hotel Jaypee Palace,Fatehabad Road)",Aicon Palace,2,2062
Allepey,1 star,9.570124,76.347209,"Pappa Stays(Heritage Homestay)Thottungal House, Mannancherry P.O.Alleppey Dist Kerala 688538 , Allepey",Traditionally Heritge Home Stay,1,1032
Allepey,1 star,0,0,"Allepey boat Jetty ,",Ecoboat I Allepey,1,1543
Ajmer,4 star,30.738841,76.80483,"Daulat Bagh ,",Hotel Merwara Estate - A Heritage Hotel,4,3276
Ajmer,3 star,26.449386,74.649297,"Sri Nagar Rd, Near Raja Cycle Circle , Near Raja Cycle Circle",Hotel Data Inn,3,1614
Amboli,1 star,15.96597603,74.00217891,"House No 1481, Bazarwadi , Near Amboli Bus Stand",Amboli Hill Resort,1,1554
Banswara,1 star,23.552021,74.448744,"GPO circle, Nai-Abadi , Near Dakshin Kalika Temple",Hotel Manohar Palace,1,1742
Ahmedabad,1 star,0,0,"10Sujal Binglow,Behind Mann P , Sindhu Bhavan Road,",Spectrum Aathithya Bunglow S G HIGHWAY 2,1,1253
Alibagh,1 star,18.657071,72.876347,"Near Vidyanagar, Revas Road, Alibaug, Dist Raigad , Near Vidyanagar",Hotel Ravikiran,1,1088
Aurangabad,1 star,19.878154,75.320068,"Near Ellora caves, Ellora , Aurangabad",Vrindavan Resort,1,2037
Allepey,1 star,0,0,"North of hmca church , punnamada road",Nova Holiday Houseboat,1,1290
Ahmedabad,1 star,23.058314,72.518417,"Anand Complex, Opp. Zydus Cadila Hospital SOLA BRIDGE , S.G. Highway, 380054 Ahmedabad , PHARMACEUTICALS NEAR ZYDUS CAD",HOTEL LONG STAY,1,1736
Allepey,1 star,9.45318,76.3418,"Sreenilayam,Punnapra north po , Alleppey",Aamys Home Stay,1,1457
Ahmedabad,2 star,23.036237,72.581108,"Jaypunj Complex, Nr. Petrol Pump, Opp Shankar Bhuvan, Gandhi Bridge Corner, IncomeTax(E), Shahpur Rd , Shahpur Road",Hotel Kanchan Palace,2,2214
Allepey,1 star,0,0,"Allepey boat Jetty ,",Ecoboat II Allepey,1,1505
Agra,3 star,27.1679,78.0502,"6, Amarlok, Taj Link Road , Near Shilp gram Parking",Taj Haveli,3,2202
Ajmer,3 star,0,0,"NH-79 , Kushwah Farm Road , Bijainagar, Ajmer",Bijainager Fort by 1589 Hotels 68 Km from Ajme,3,1119
Pondicherry,2 star,11.9401,79.8266,"Annai Residence, 138, Anna Salai , Pondicherry",Annai Residence,2,1622
Ahmedabad,1 star,0,0,"Near Prahalad Nagar Garden, , Krishna Bunglow 1, Ahmedabad",Akshar Service Apartment,1,1716
Ashoknagar,1 star,24.5744,77.7396,"Near sen chouraha , vidisha bypass road Ashoknagar",Hotel Adhiraj Palace,1,1574
Agra,3 star,27.170152,78.047931,"538, NEAR SHILP GRAM, , 0.5 km from Taj Mahal",Hotel Taj Resort,3,1337
Agra,1 star,27.158419,78.055532,"P-14 & C-3,Opp.Shanti Manglick Hospital, Near Pacific Mall, Fatehabad Road , 01 km from Taj Mahal",Hotel Alpine,1,1322
Pondicherry,1 star,11.949628,79.813991,"156/4, East Coast Road, Lawspet, Puducherry ,",Hotel Jothimani,1,1394
Allepey,1 star,9.412624,76.410027,"Aryananda House Boat , Punnamada",Aryananda House Boats,1,1826
Amritsar,4 star,31.63398,74.87226,"26-d, Court Road , Amritsar",Hotel Royal Vitana,4,3292
Aurangabad,1 star,19.8624,75.3118,"Near Railway statn Bhaji mandi , Behind RTO Office Aurangabad",Hotel Indradeep,1,2206
Allepey,1 star,9.266737,76.46165,"Nanglarkulangara, Haripad , Alappuzha Dis",Hotel Saugandhika Residency,1,1199
Allepey,1 star,9.63876,76.3791,"West of Kumarakom , Alappuzha",Lovedale Lakeside Homestay,1,1462
Ankleshwar,3 star,21.614676,73.006103,"Near GIDC Reservoir, Valia Road Ankleshwar , Near GIDC Reservoir, Valia Road",VITS Shalimar,3,1609
Allepey,1 star,0,0,"Nehru Trophy Road, , Allepey",Rosey Premium Houseboat,1,1646
Allepey,1 star,9.508605,76.339439,"Snehadhara Behind SBT ATM, Near Uduppi Temple , Snehadhara Behind SBT ATM, Near Uduppi Temple",Snehadhara Home Stay,1,1637
Agartala,1 star,23.838898,91.280904,"Palace Compound, Near CareCure Nursing Home , Agartala",Hotel Palace Inn,1,1069
Ajmer,3 star,26.46448,74.635313,"Hotel, Opp City Power House , Near Mehra Building, Jaipur Road",The Royal Melange Beacon,3,1841
Almora,2 star,29.589256,79.646666,"Kalmatia Sangam Himalaya Resort ,",Kalmatia Sangam,2,1016
Badami,3 star,15.937725,75.67523,"17/3 Station Road Badami District: Bijapur , Station Road",Hotel Badami Court,3,1698
Agra,1 star,27.162009,78.05926,"Near Kalakriti, Behind TDI mall, VIP road to Taj Mahal, Agra , VIP road to Taj Mahal",Dolphin Home Stay,1,1890
Allepey,2 star,9.484480478,76.3838201,"Pazhayampallil Building,Near Pathil Bridge,Kainakary,Alappuzha , Opposite Boat Jetty,Alleppey",Angel Queen houseboats,2,1285
Ahmedabad,1 star,0,0,"D-104,Zenobia,Near Armedia Sal , Sindhu Bhavan Road",Spectrum Aathithya Apartment S G HIGHWAY 3,1,1940
Agra,3 star,27.156818,78.050391,"2/3 Taj Nagri Phase - II Fatehabad Road , 1.5 km from Taj Mahal",Siris 18,3,1286
Ahmedabad,1 star,0,0,"NEAR GOTA OVER BRIGDE, , S G HIGH WAY, AHMEDABAD",GOKUL HOTEL RESORTS,1,2290
Agra,3 star,0,0,"31/172, Gol Market, Rajpur , Chungi, Shamshabad Road",FabHotel Taj Mahal,3,2185
Aurangabad,1 star,19.876166,75.343311,"Opp Siddharth Garden CBS Road, Aurangabad Maharastra ,",Kala Laxmi Executive Hotel,1,1522
Barnala,1 star,30.378181,75.541584,"22, Acre, Barnala, Near LIC Office, Barnala ,",Solitare Hotel,1,2203
Ahmedabad,2 star,23.020119,72.55767,"2nd Floor, Dev complex, Parimal Char Rasta , Opp Parimal Garden, Ahmedabad",Hotel Madhav,2,1876
Agra,1 star,27.165588,78.052088,"Shilp Gram, Taj Nagri Phase 1, Taj Ganj, Agra ,",Hotel Aashiyana Palace,1,2132
Bageshwar,1 star,29.841539,79.901503,"Bageshwar-Chaukori Road , Vijaypur, Bageshwar",Chestnut Grove Himalayan Lodge,1,1849
Anantapur,1 star,14.677418,77.602915,"11/129, Subash Road, Subash , Road Vinayak Chowk",Sree Balaji Residency,1,2185
Amba,1 star,16.972011,73.795628,"Plot No 173, Near Telephone Tower, Aamba, Tal Shahuwadi, Dist Kolhapur ,",Vanashree Holiday Resort,1,1830
Aurangabad,2 star,19.95501,75.221219,"NH211, Ellora Road, Daulatabad , Next to H2O Waterpark",Hotel Lotus,2,1084
Ahmedabad,2 star,23.030745,72.563903,"Hotel Classic Inn, Vyapar Bhavan, Mithakhali Six roads, Navrangpura, Ahmedabad. , Mithakali Six Road, Navrangpura",Hotel Classic Inn Ahmedabad,2,1250
Ajmer,1 star,26.488208,74.628796,"OPP RELIANCE FRESH , VAISHALI NAGAR, AJMER",Avita The Hotel,1,1026
Almora,1 star,0,0,"almora ,",Hotel the saraswati Palace,1,1126
Ahmedabad,3 star,23.0216,72.5706,"Hotel Skylon,Tirth raj,COMPLEX,OPP.V.S.HOSPITAL.,NR.TOWN HALL,ELLISBRIDGE , Ellisbridge",Hotel Skylon,3,1274
Azamgarh,1 star,26.0485755,83.184177,"Near Roadways Azamgarh ,",Hotel Amar,1,1747
Allahabad,1 star,25.460783,81.822007,"4A / 4A, Dayanand Marg , Opposite Radio Station",Prayag Holidays,1,1938
Ankleshwar,1 star,21.6181,73.0056,"155/c Omkar Complex , Valia Road GIDC",Hotel Paradise,1,1581
Allepey,1 star,9.60144,76.2986,"West of St Augustins Church , Mararikulam North",MARARI BEACH VILLAS,1,1086
Amritsar,1 star,31.634,74.8723,"Aashiana Guest House, Chowk Paragdass, Near Guru Ramdas sarai, Golden Temple, Amritsar , Golden Temple",Aashiana Guest House,1,1388
Ambala,1 star,30.341792,76.838377,"34-35-36, Rai Market, Near Big Bazar, Above Tasveer Electronics , Rai Market",Hotel Relax,1,2062
Amritsar,2 star,31.632779,74.849815,"Adjoining Northern Railway Workshop, GT Road, Guru Arjun Nagar, Putli Ghar, Amritsar ,",Hotel Golden Woods,2,1656
Pondicherry,2 star,11.937918,79.818549,"146, Kamraj Salai, Brindavanam Pondicherry - 605013 , Pondicherry",Gnana SRM Residency,2,1443
Gulmarg,4 star,34.048944,74.381023,"Near Gondals ,",Grand Mumtaz,4,3233
Haridwar,2 star,0,0,"342 Govind Puri,Near PremNagar , Ashram Chowk,Haridwar",Hotel Ganga View,2,2224
Gwalior,3 star,26.212327,78.18079,"47, Manik Vilas Colony, Jhashi Road ,",Hotel Landmark,3,1129
Guptkashi,1 star,30.553863,79.064282,"NH109 Kedarnath Road , Gupkashi",Hotel Raj Palace,1,1897
Hubli,4 star,15.350855,75.12717,"Clarks Inn, Airport Road , Gokul Road",Clarks Inn,4,2915
Guwahati,1 star,26.176284,91.772953,"hotel RICON Rajgarh road tiniali,Opposite zoo road link road,,manipur bhawan , nearest ICON Academy",Hotel Ricon,1,2233
Himmatnagar,1 star,0,0,"HARSIDDHA CHAMBERS , N H -8 HIMATNAGAR",Swastik Youth Hostel,1,2057
Hanumangarh,5 star,29.607283,74.299018,"opposite ashish cinema, hanumangarh town road, hanumangarh jn. rajasthan , hanumangarh jn rajasthan",Grand Inn,5,2687
Hissar,2 star,0,0,"H NO 373, PLA, HISAR ,",SHANTI APARTMENTS,2,1275
Havelock,3 star,12.035869,92.987008,"Govind Nagar, Havelock, South Andaman , Havelock Island,",The Kingdom,3,1989
Haridwar,1 star,29.945691,78.164248,"Sharma Lodge , Walking distance from Har ki Pauri, Kusha Ghat",Sharma Lodge,1,1779
Guruvayoor,2 star,10.60181,76.03517,"Sreepathi Indraprastha, Mammiyoor Junction, Near Mammiyoor Shiva Temple, Guruvayoor-680101 , mammiyoor jn , guruvayoor",Sreepathi Indraprastha,2,2267
Haridwar,1 star,29.952646,78.165448,"Near.Haridwar Police Station , Upper Road , Haridwar",Hotel Mansa Devi Darshan,1,1960
Hubli,1 star,14.456124,74.813354,"Nagarakodi, Shamemane, via tangarmane, Sirsi , Hubli",Pragati Homestay,1,2002
Haridwar,1 star,29.980301,78.18304,"Near Shani Mandhir , Dudhadhari Chowk , Bhuptawala , ,",Hotel Maharaja Deluxe,1,2287
Guwahati,2 star,26.135872,91.810303,"Opp Mizoram House, Near Axis Bank, Anada Nagar by Lane No 1, G S Road, Old Post Office , G S Road, Old Post Office",Hotel Sunview International,2,1131
Haldwani,3 star,29.23506,79.532679,"Civil Lines , Nainital Road, Haldwani , Nainital Haldwani Road",Hotel Saurabh Candy by Pepper Mint,3,2081
Gwalior,3 star,26.2087,78.1906,"A-232 & 33, Patel Nagar, Behind S.P. Office, City Center , Tulsi Vihar Colony",The Bellevue,3,1074
Guruvayoor,1 star,0,0,"Taj Travels and Holidays X-205, Kalady, Cochin International Airport, Kerala 683574 ,",Sathya Apartments,1,1194
